Date,open,high,low,close,volume
2000-01-03 00:00:00+01:00,113.12359619140625,114.08448791503906,107.18350982666016,107.8823471069336,2408533
2000-01-04 00:00:00+01:00,108.21429443359375,108.22303009033203,102.81580352783203,103.52337646484375,3421112
2000-01-05 00:00:00+01:00,100.71930694580078,103.20890045166016,97.39984893798828,100.02047729492188,3938401
2000-01-06 00:00:00+01:00,99.23428344726562,100.36115264892578,97.13778686523438,98.79751586914062,3326886
2000-01-07 00:00:00+01:00,98.92855072021484,103.99508666992188,97.13778686523438,102.77212524414062,3914176
2000-01-10 00:00:00+01:00,106.57203674316406,109.19265747070312,105.69849395751953,108.88691711425781,3109941
2000-01-11 00:00:00+01:00,109.0616226196289,111.98799133300781,108.32785034179688,109.6381607055664,3290906
2000-01-12 00:00:00+01:00,108.23176574707031,109.19265747070312,106.46720886230469,108.47635650634766,2975461
2000-01-13 00:00:00+01:00,107.62028503417969,117.83197784423828,107.54166412353516,112.68682098388672,6194023
2000-01-14 00:00:00+01:00,113.73506927490234,120.06824493408203,113.72633361816406,118.53955078125,3828295
2000-01-17 00:00:00+01:00,119.58779907226562,121.8590087890625,114.52125549316406,121.16890716552734,3484209
2000-01-18 00:00:00+01:00,121.42223358154297,121.77165222167969,114.10195922851562,116.18098449707031,3286878
2000-01-19 00:00:00+01:00,114.60861206054688,115.4821548461914,112.03166961669922,114.65229034423828,2594500
2000-01-20 00:00:00+01:00,116.18098449707031,120.72340393066406,116.18098449707031,120.05077362060547,3464073
2000-01-21 00:00:00+01:00,118.70552062988281,123.60608673095703,117.58738708496094,119.67515563964844,3451326
2000-01-24 00:00:00+01:00,125.09111022949219,134.2545623779297,122.86357879638672,122.86357879638672,7551123
2000-01-25 00:00:00+01:00,122.2957763671875,130.58567810058594,122.28704071044922,124.04286193847656,5009212
2000-01-26 00:00:00+01:00,126.66348266601562,128.279541015625,122.3394546508789,124.04286193847656,3066517
2000-01-27 00:00:00+01:00,124.56698608398438,130.94383239746094,123.2654037475586,130.94383239746094,2602162
2000-01-28 00:00:00+01:00,131.03118896484375,135.7046356201172,129.2928466796875,131.99208068847656,4587343
2000-01-31 00:00:00+01:00,129.7208709716797,131.0224609375,120.98546600341797,121.51832580566406,3697262
2000-02-01 00:00:00+01:00,126.22671508789062,126.82071685791016,122.90725708007812,125.92097473144531,3331336
2000-02-02 00:00:00+01:00,126.66348266601562,127.75540924072266,124.91639709472656,126.052001953125,2932653
2000-02-03 00:00:00+01:00,124.74169158935547,135.06695556640625,124.74169158935547,133.01412963867188,3288063
2000-02-04 00:00:00+01:00,134.0885772705078,141.74954223632812,133.6518096923828,141.07691955566406,2926407
2000-02-07 00:00:00+01:00,141.1642608642578,149.75991821289062,141.1642608642578,142.38722229003906,4031442
2000-02-08 00:00:00+01:00,141.95045471191406,150.94793701171875,141.95045471191406,149.37554931640625,3438282
2000-02-09 00:00:00+01:00,150.2490997314453,160.556884765625,150.2490997314453,156.8880157470703,3877754
2000-02-10 00:00:00+01:00,151.99618530273438,155.0448455810547,146.85975646972656,151.1226348876953,4799626
2000-02-11 00:00:00+01:00,152.86972045898438,152.9570770263672,147.62847900390625,149.8123321533203,4429095
2000-02-14 00:00:00+01:00,149.3668212890625,155.00115966796875,148.06524658203125,154.1101531982422,2609937
2000-02-15 00:00:00+01:00,154.18003845214844,155.03610229492188,141.9591827392578,141.9591827392578,3797358
2000-02-16 00:00:00+01:00,146.4928741455078,147.01699829101562,134.52536010742188,142.1251678466797,6412588
2000-02-17 00:00:00+01:00,143.26950073242188,145.70668029785156,138.54364013671875,144.4837188720703,3739234
2000-02-18 00:00:00+01:00,145.8813934326172,145.96875,137.75746154785156,139.7928009033203,3542943
2000-02-21 00:00:00+01:00,137.36436462402344,142.38722229003906,132.87435913085938,142.38722229003906,2602195
2000-02-22 00:00:00+01:00,142.38722229003906,148.37098693847656,141.6884002685547,144.22166442871094,3458689
2000-02-23 00:00:00+01:00,148.50201416015625,158.10223388671875,146.7549285888672,157.7615509033203,4522829
2000-02-24 00:00:00+01:00,161.16836547851562,167.5452117919922,153.7519989013672,156.7919158935547,4111964
2000-02-25 00:00:00+01:00,159.42127990722656,164.2257537841797,158.1109619140625,164.2257537841797,3046213
2000-02-28 00:00:00+01:00,161.69248962402344,163.83265686035156,154.97496032714844,156.45123291015625,2923844
2000-02-29 00:00:00+01:00,158.1983184814453,162.9154510498047,155.5602264404297,161.0810089111328,3054236
2000-03-01 00:00:00+01:00,165.97283935546875,170.06101989746094,162.04190063476562,163.61427307128906,3800748
2000-03-02 00:00:00+01:00,165.88548278808594,167.29188537597656,160.73159790039062,167.29188537597656,2380273
2000-03-03 00:00:00+01:00,166.84637451171875,170.68995666503906,163.3522186279297,166.43582153320312,2458515
2000-03-06 00:00:00+01:00,167.80728149414062,168.5934600830078,159.50863647460938,162.47866821289062,1901243
2000-03-07 00:00:00+01:00,162.04190063476562,162.04190063476562,155.5078125,159.85804748535156,2437769
2000-03-08 00:00:00+01:00,155.49034118652344,159.20289611816406,152.86972045898438,154.07521057128906,2525751
2000-03-09 00:00:00+01:00,153.91796875,159.42127990722656,153.8306121826172,159.42127990722656,2029435
2000-03-10 00:00:00+01:00,162.04190063476562,164.2257537841797,160.29481506347656,162.9154510498047,1902536
2000-03-13 00:00:00+01:00,162.9154510498047,162.9154510498047,162.9154510498047,162.9154510498047,0
2000-03-14 00:00:00+01:00,150.42379760742188,152.60765075683594,143.9595947265625,149.2008514404297,2857474
2000-03-15 00:00:00+01:00,147.62847900390625,147.62847900390625,133.6518096923828,133.73043823242188,5417820
2000-03-16 00:00:00+01:00,136.0977325439453,140.54405212402344,131.2932586669922,133.2150421142578,5098210
2000-03-17 00:00:00+01:00,138.45628356933594,145.61932373046875,137.3206787109375,139.75787353515625,24648511
2000-03-20 00:00:00+01:00,142.39596557617188,153.6995849609375,140.81484985351562,153.07937622070312,3252402
2000-03-21 00:00:00+01:00,151.1226348876953,151.50698852539062,142.38722229003906,148.50201416015625,2978880
2000-03-22 00:00:00+01:00,151.1226348876953,152.42420959472656,136.70921325683594,138.28158569335938,3929198
2000-03-23 00:00:00+01:00,140.64013671875,142.9987030029297,137.14598083496094,138.24664306640625,2562720
2000-03-24 00:00:00+01:00,141.51368713378906,145.00784301757812,137.67010498046875,144.39637756347656,2587070
2000-03-27 00:00:00+02:00,145.70668029785156,145.70668029785156,137.102294921875,139.7666015625,1832478
2000-03-28 00:00:00+02:00,139.7666015625,143.04238891601562,135.09315490722656,137.05862426757812,2820118
2000-03-29 00:00:00+02:00,137.58274841308594,138.0107879638672,132.9093017578125,134.74374389648438,2693418
2000-03-30 00:00:00+02:00,132.6035614013672,133.60813903808594,125.7899398803711,129.7208709716797,4363904
2000-03-31 00:00:00+02:00,128.4979248046875,134.00123596191406,124.56698608398438,131.0224609375,3108108
2000-04-03 00:00:00+02:00,131.90472412109375,134.1934051513672,123.78953552246094,124.04286193847656,2797192
2000-04-04 00:00:00+02:00,123.16931915283203,126.66348266601562,119.1160888671875,120.15560150146484,3432826
2000-04-05 00:00:00+02:00,120.19927978515625,123.78079986572266,113.60404205322266,116.60902404785156,5497225
2000-04-06 00:00:00+02:00,120.55742645263672,128.10482788085938,119.43055725097656,126.70716094970703,4122764
2000-04-07 00:00:00+02:00,128.4979248046875,131.42428588867188,127.18760681152344,131.03118896484375,2532353
2000-04-10 00:00:00+02:00,132.35023498535156,136.0977325439453,132.21046447753906,133.564453125,2152001
2000-04-11 00:00:00+02:00,129.11813354492188,132.7782745361328,126.32279968261719,126.78578186035156,3000543
2000-04-12 00:00:00+02:00,127.97379302978516,128.8036651611328,123.21299743652344,123.64976501464844,2717367
2000-04-13 00:00:00+02:00,121.43096923828125,125.7899398803711,119.98088836669922,125.5715560913086,2694142
2000-04-14 00:00:00+02:00,124.47962951660156,124.69801330566406,117.66600799560547,117.66600799560547,2920737
2000-04-17 00:00:00+02:00,113.47300720214844,123.61482238769531,112.68682098388672,123.61482238769531,3873512
2000-04-18 00:00:00+02:00,126.83818817138672,127.97379302978516,123.3527603149414,127.49334716796875,3787491
2000-04-19 00:00:00+02:00,127.49334716796875,127.49334716796875,127.49334716796875,127.49334716796875,0
2000-04-20 00:00:00+02:00,130.15765380859375,133.049072265625,128.90847778320312,130.90016174316406,1981456
2000-04-21 00:00:00+02:00,130.90016174316406,130.90016174316406,130.90016174316406,130.90016174316406,0
2000-04-24 00:00:00+02:00,130.90016174316406,130.90016174316406,130.90016174316406,130.90016174316406,0
2000-04-25 00:00:00+02:00,131.8173828125,133.82652282714844,129.85191345214844,132.42884826660156,1842487
2000-04-26 00:00:00+02:00,134.16720581054688,139.9849853515625,134.16720581054688,136.27243041992188,2766690
2000-04-27 00:00:00+02:00,140.203369140625,140.64013671875,129.7208709716797,132.42884826660156,3590867
2000-04-28 00:00:00+02:00,135.74830627441406,142.98997497558594,135.74830627441406,142.38722229003906,3651560
2000-05-01 00:00:00+02:00,142.38722229003906,142.38722229003906,142.38722229003906,142.38722229003906,0
2000-05-02 00:00:00+02:00,145.00784301757812,148.06524658203125,143.26950073242188,148.06524658203125,2299620
