Date,open,high,low,close,volume
2000-01-04 00:00:00+09:00,518700.0,555450.0,508200.0,540750.0,441709
2000-01-05 00:00:00+09:00,507150.0,523950.0,477750.0,485100.0,353061
2000-01-06 00:00:00+09:00,493500.0,499800.0,454650.0,459900.0,310909
2000-01-07 00:00:00+09:00,445200.0,470400.0,436800.0,455700.0,499628
2000-01-10 00:00:00+09:00,462000.0,468300.0,451500.0,451500.0,382932
2000-01-11 00:00:00+09:00,462000.0,489300.0,459900.0,468300.0,536613
2000-01-12 00:00:00+09:00,462000.0,487200.0,457800.0,474600.0,329356
2000-01-13 00:00:00+09:00,483000.0,494550.0,472500.0,493500.0,532408
2000-01-14 00:00:00+09:00,509250.0,516600.0,474600.0,478800.0,587523
2000-01-17 00:00:00+09:00,497700.0,536550.0,491400.0,522900.0,975008
2000-01-18 00:00:00+09:00,525000.0,539700.0,505050.0,525000.0,694337
2000-01-19 00:00:00+09:00,525000.0,537600.0,514500.0,514500.0,634599
2000-01-20 00:00:00+09:00,511350.0,567000.0,500850.0,567000.0,1155922
2000-01-21 00:00:00+09:00,556500.0,596400.0,554400.0,558600.0,1487560
2000-01-24 00:00:00+09:00,575400.0,584850.0,562800.0,567000.0,582556
2000-01-25 00:00:00+09:00,556500.0,562800.0,541800.0,543900.0,497451
2000-01-26 00:00:00+09:00,549150.0,558600.0,541800.0,555450.0,433723
2000-01-27 00:00:00+09:00,556500.0,562800.0,535500.0,546000.0,428171
2000-01-28 00:00:00+09:00,546000.0,588000.0,541800.0,581700.0,803937
2000-01-31 00:00:00+09:00,568050.0,573300.0,552300.0,554400.0,612623
2000-02-01 00:00:00+09:00,546000.0,552300.0,514500.0,514500.0,929803
2000-02-02 00:00:00+09:00,513450.0,514500.0,487200.0,501900.0,769984
2000-02-03 00:00:00+09:00,495600.0,506100.0,477750.0,484050.0,756656
2000-02-04 00:00:00+09:00,484050.0,484050.0,484050.0,484050.0,0
2000-02-07 00:00:00+09:00,475650.0,496650.0,468300.0,483000.0,640018
2000-02-08 00:00:00+09:00,497700.0,509250.0,491400.0,500850.0,541880
2000-02-09 00:00:00+09:00,506100.0,510300.0,487200.0,491400.0,324604
2000-02-10 00:00:00+09:00,483000.0,500850.0,478800.0,489300.0,405709
2000-02-11 00:00:00+09:00,494550.0,498750.0,464100.0,468300.0,381418
2000-02-14 00:00:00+09:00,451500.0,458850.0,436800.0,438900.0,436423
2000-02-15 00:00:00+09:00,447300.0,455700.0,432600.0,448350.0,405761
2000-02-16 00:00:00+09:00,448350.0,451500.0,417900.0,438900.0,452685
2000-02-17 00:00:00+09:00,420000.0,430500.0,415800.0,426300.0,507389
2000-02-18 00:00:00+09:00,424200.0,437850.0,421050.0,426300.0,498342
2000-02-21 00:00:00+09:00,413700.0,415800.0,389550.0,390600.0,447937
2000-02-22 00:00:00+09:00,384300.0,388500.0,362250.0,367500.0,546818
2000-02-23 00:00:00+09:00,386400.0,414750.0,370650.0,390600.0,548566
2000-02-24 00:00:00+09:00,369600.0,383250.0,365400.0,370650.0,278380
2000-02-25 00:00:00+09:00,370650.0,381150.0,359100.0,369600.0,298333
2000-02-28 00:00:00+09:00,352800.0,360150.0,327600.0,327600.0,344637
2000-02-29 00:00:00+09:00,354900.0,375900.0,342300.0,375900.0,584423
2000-03-01 00:00:00+09:00,375900.0,375900.0,375900.0,375900.0,0
2000-03-02 00:00:00+09:00,431550.0,431550.0,431550.0,431550.0,122128
2000-03-03 00:00:00+09:00,495600.0,495600.0,458850.0,495600.0,1321446
2000-03-06 00:00:00+09:00,485100.0,492450.0,459900.0,466200.0,532428
2000-03-07 00:00:00+09:00,462000.0,483000.0,451500.0,471450.0,318175
2000-03-08 00:00:00+09:00,451500.0,490350.0,451500.0,484050.0,409675
2000-03-09 00:00:00+09:00,485100.0,493500.0,472500.0,472500.0,297304
2000-03-10 00:00:00+09:00,483000.0,487200.0,434700.0,444150.0,271418
2000-03-13 00:00:00+09:00,426300.0,430500.0,391650.0,396900.0,367237
2000-03-14 00:00:00+09:00,405300.0,432600.0,399000.0,413700.0,351142
2000-03-15 00:00:00+09:00,399000.0,438900.0,394800.0,431550.0,315547
2000-03-16 00:00:00+09:00,447300.0,449400.0,414750.0,422100.0,272666
2000-03-17 00:00:00+09:00,434700.0,446250.0,430500.0,436800.0,262209
2000-03-20 00:00:00+09:00,462000.0,473550.0,453600.0,466200.0,420261
2000-03-21 00:00:00+09:00,468300.0,480900.0,456750.0,476700.0,389204
2000-03-22 00:00:00+09:00,480900.0,510300.0,476700.0,504000.0,576875
2000-03-23 00:00:00+09:00,514500.0,534450.0,483000.0,483000.0,615051
2000-03-24 00:00:00+09:00,504000.0,555450.0,487200.0,530250.0,1051503
2000-03-27 00:00:00+09:00,536550.0,548100.0,508200.0,525000.0,652870
2000-03-28 00:00:00+09:00,535500.0,561750.0,525000.0,543900.0,723904
2000-03-29 00:00:00+09:00,543900.0,577500.0,535500.0,560700.0,819194
2000-03-30 00:00:00+09:00,554400.0,554400.0,522900.0,535500.0,513780
2000-03-31 00:00:00+09:00,515550.0,546000.0,515550.0,516600.0,374161
2000-04-03 00:00:00+09:00,527100.0,550200.0,521850.0,533400.0,401956
2000-04-04 00:00:00+09:00,525000.0,540750.0,506100.0,520800.0,229161
2000-04-05 00:00:00+09:00,520800.0,520800.0,520800.0,520800.0,0
2000-04-06 00:00:00+09:00,532350.0,535500.0,491400.0,491400.0,331537
2000-04-07 00:00:00+09:00,499800.0,518700.0,499800.0,513450.0,298213
2000-04-10 00:00:00+09:00,516600.0,530250.0,507150.0,517650.0,289194
2000-04-11 00:00:00+09:00,510300.0,511350.0,496650.0,504000.0,170076
2000-04-12 00:00:00+09:00,504000.0,516600.0,493500.0,509250.0,196161
2000-04-13 00:00:00+09:00,509250.0,509250.0,509250.0,509250.0,0
2000-04-14 00:00:00+09:00,485100.0,493500.0,462000.0,474600.0,229342
2000-04-17 00:00:00+09:00,406350.0,429450.0,404250.0,404250.0,350842
2000-04-18 00:00:00+09:00,459900.0,463050.0,428400.0,456750.0,513194
2000-04-19 00:00:00+09:00,477750.0,492450.0,452550.0,468300.0,318385
2000-04-20 00:00:00+09:00,462000.0,475650.0,455700.0,462000.0,147876
2000-04-21 00:00:00+09:00,476700.0,478800.0,451500.0,451500.0,209995
2000-04-24 00:00:00+09:00,441000.0,457800.0,432600.0,453600.0,252118
2000-04-25 00:00:00+09:00,441000.0,447300.0,434700.0,439950.0,172528
2000-04-26 00:00:00+09:00,451500.0,456750.0,374850.0,374850.0,1469346
2000-04-27 00:00:00+09:00,346500.0,357000.0,319200.0,339150.0,1993407
2000-04-28 00:00:00+09:00,347550.0,376950.0,346500.0,369600.0,1105951
2000-05-01 00:00:00+09:00,369600.0,369600.0,369600.0,369600.0,0
2000-05-02 00:00:00+09:00,357000.0,380100.0,349650.0,365400.0,647104
2000-05-03 00:00:00+09:00,363300.0,380100.0,355950.0,365400.0,473232
2000-05-04 00:00:00+09:00,369600.0,382200.0,361200.0,367500.0,508261
2000-05-05 00:00:00+09:00,367500.0,367500.0,367500.0,367500.0,0
2000-05-08 00:00:00+09:00,375900.0,386400.0,368550.0,374850.0,421371
2000-05-09 00:00:00+09:00,374850.0,374850.0,374850.0,374850.0,0
2000-05-10 00:00:00+09:00,359100.0,364350.0,357000.0,359100.0,200275
2000-05-11 00:00:00+09:00,359100.0,359100.0,359100.0,359100.0,0
2000-05-12 00:00:00+09:00,359100.0,363300.0,341250.0,344400.0,211690
2000-05-15 00:00:00+09:00,357000.0,374850.0,348600.0,351750.0,454618
2000-05-16 00:00:00+09:00,354900.0,368550.0,352800.0,367500.0,297152
2000-05-17 00:00:00+09:00,378000.0,387450.0,362250.0,369600.0,405813
2000-05-18 00:00:00+09:00,354900.0,366450.0,351750.0,359100.0,190552
2000-05-19 00:00:00+09:00,357000.0,359100.0,347550.0,357000.0,207437
2000-05-22 00:00:00+09:00,350700.0,355950.0,342300.0,342300.0,157476
2000-05-23 00:00:00+09:00,327600.0,345450.0,327600.0,337050.0,173071
2000-05-24 00:00:00+09:00,327600.0,346500.0,315000.0,336000.0,261842
2000-05-25 00:00:00+09:00,355950.0,364350.0,340200.0,353850.0,829413
2000-05-26 00:00:00+09:00,340200.0,344400.0,310800.0,317100.0,393847
2000-05-29 00:00:00+09:00,276150.0,310800.0,269850.0,290850.0,706685
2000-05-30 00:00:00+09:00,290850.0,290850.0,290850.0,290850.0,0
2000-05-31 00:00:00+09:00,354900.0,383250.0,347550.0,369600.0,838032
2000-06-01 00:00:00+09:00,369600.0,394800.0,357000.0,378000.0,565394
2000-06-02 00:00:00+09:00,409500.0,409500.0,384300.0,390600.0,492266
